ref_date,geo,labour_force_characteristics,uom,value
2005-12,Alberta,Unemployment rate,Percent,3.9
2005-12,British Columbia,Population,Persons in thousands,3414.8
2005-12,British Columbia,Unemployment rate,Percent,4.4
2006-01,Newfoundland and Labrador,Population,Persons in thousands,426.3
2006-01,Newfoundland and Labrador,Unemployment rate,Percent,18.9
2006-01,Prince Edward Island,Population,Persons in thousands,111.7
2006-01,Prince Edward Island,Unemployment rate,Percent,14.3
2006-01,Nova Scotia,Population,Persons in thousands,762.8
2006-01,Nova Scotia,Unemployment rate,Percent,9.1
2006-01,New Brunswick,Population,Persons in thousands,606.8
2006-01,New Brunswick,Unemployment rate,Percent,9.7
2006-01,Ontario,Population,Persons in thousands,10139
2006-01,Ontario,Unemployment rate,Percent,6.7
2006-01,Manitoba,Population,Persons in thousands,888.5
2006-01,Manitoba,Unemployment rate,Percent,4.9
2006-01,Saskatchewan,Population,Persons in thousands,748.1
2006-01,Saskatchewan,Unemployment rate,Percent,5.6
2006-01,Alberta,Population,Persons in thousands,2656.6
2006-01,Alberta,Unemployment rate,Percent,4.2
2006-01,British Columbia,Population,Persons in thousands,3418.3
2006-01,British Columbia,Unemployment rate,Percent,5.7
2006-02,Newfoundland and Labrador,Population,Persons in thousands,426.1
2006-02,Newfoundland and Labrador,Unemployment rate,Percent,16.5
2006-02,Prince Edward Island,Population,Persons in thousands,111.8
2006-02,Prince Edward Island,Unemployment rate,Percent,14.1
2006-02,Nova Scotia,Population,Persons in thousands,763.1
2006-02,Nova Scotia,Unemployment rate,Percent,9.6
2006-02,New Brunswick,Population,Persons in thousands,606.8
2006-02,New Brunswick,Unemployment rate,Percent,10.8
2006-02,Ontario,Population,Persons in thousands,10149
2006-02,Ontario,Unemployment rate,Percent,6.7
2006-02,Manitoba,Population,Persons in thousands,889.1
2006-02,Manitoba,Unemployment rate,Percent,4.8
2006-02,Saskatchewan,Population,Persons in thousands,748
2006-02,Saskatchewan,Unemployment rate,Percent,5.7
2006-02,Alberta,Population,Persons in thousands,2663.5
2006-02,Alberta,Unemployment rate,Percent,3.2
2006-02,British Columbia,Population,Persons in thousands,3421.8
2006-02,British Columbia,Unemployment rate,Percent,5.2
2006-03,Newfoundland and Labrador,Population,Persons in thousands,425.8
2006-03,Newfoundland and Labrador,Unemployment rate,Percent,17.3
2006-03,Prince Edward Island,Population,Persons in thousands,111.8
2006-03,Prince Edward Island,Unemployment rate,Percent,15.7
2006-03,Nova Scotia,Population,Persons in thousands,763.4
2006-03,Nova Scotia,Unemployment rate,Percent,9.4
2006-03,New Brunswick,Population,Persons in thousands,606.8
2006-03,New Brunswick,Unemployment rate,Percent,10.7
2006-03,Ontario,Population,Persons in thousands,10160.1
2006-03,Ontario,Unemployment rate,Percent,6.7
2006-03,Manitoba,Population,Persons in thousands,889.8
2006-03,Manitoba,Unemployment rate,Percent,4.8
2006-03,Saskatchewan,Population,Persons in thousands,748.1
2006-03,Saskatchewan,Unemployment rate,Percent,5.4
2006-03,Alberta,Population,Persons in thousands,2671
2006-03,Alberta,Unemployment rate,Percent,3.2
2006-03,British Columbia,Population,Persons in thousands,3426
2006-03,British Columbia,Unemployment rate,Percent,4.8
2006-04,Newfoundland and Labrador,Population,Persons in thousands,425.5
2006-04,Newfoundland and Labrador,Unemployment rate,Percent,18.7
2006-04,Prince Edward Island,Population,Persons in thousands,111.8
2006-04,Prince Edward Island,Unemployment rate,Percent,15.4
2006-04,Nova Scotia,Population,Persons in thousands,763.6
2006-04,Nova Scotia,Unemployment rate,Percent,9
2006-04,New Brunswick,Population,Persons in thousands,606.7
2006-04,New Brunswick,Unemployment rate,Percent,11.3
2006-04,Ontario,Population,Persons in thousands,10172.5
2006-04,Ontario,Unemployment rate,Percent,6.3
2006-04,Manitoba,Population,Persons in thousands,890.6
2006-04,Manitoba,Unemployment rate,Percent,5.4
2006-04,Saskatchewan,Population,Persons in thousands,748.3
2006-04,Saskatchewan,Unemployment rate,Percent,5.3
2006-04,Alberta,Population,Persons in thousands,2677.4
2006-04,Alberta,Unemployment rate,Percent,3.7
2006-04,British Columbia,Population,Persons in thousands,3430.4
2006-04,British Columbia,Unemployment rate,Percent,4.8
2006-05,Newfoundland and Labrador,Population,Persons in thousands,425.5
2006-05,Newfoundland and Labrador,Unemployment rate,Percent,15.8
2006-05,Prince Edward Island,Population,Persons in thousands,111.9
2006-05,Prince Edward Island,Unemployment rate,Percent,9.1
2006-05,Nova Scotia,Population,Persons in thousands,764
2006-05,Nova Scotia,Unemployment rate,Percent,8.2
2006-05,New Brunswick,Population,Persons in thousands,606.7
2006-05,New Brunswick,Unemployment rate,Percent,9.2
2006-05,Ontario,Population,Persons in thousands,10188.7
2006-05,Ontario,Unemployment rate,Percent,6.3
2006-05,Manitoba,Population,Persons in thousands,891.6
2006-05,Manitoba,Unemployment rate,Percent,4
2006-05,Saskatchewan,Population,Persons in thousands,748.9
2006-05,Saskatchewan,Unemployment rate,Percent,4.6
2006-05,Alberta,Population,Persons in thousands,2685.6
2006-05,Alberta,Unemployment rate,Percent,3.5
2006-05,British Columbia,Population,Persons in thousands,3436
2006-05,British Columbia,Unemployment rate,Percent,4.6
2006-06,Newfoundland and Labrador,Population,Persons in thousands,425.4
2006-06,Newfoundland and Labrador,Unemployment rate,Percent,12.9
2006-06,Prince Edward Island,Population,Persons in thousands,111.9
2006-06,Prince Edward Island,Unemployment rate,Percent,7.6
2006-06,Nova Scotia,Population,Persons in thousands,764.2
2006-06,Nova Scotia,Unemployment rate,Percent,7.7
2006-06,New Brunswick,Population,Persons in thousands,606.7
2006-06,New Brunswick,Unemployment rate,Percent,7.4
2006-06,Ontario,Population,Persons in thousands,10201.3
2006-06,Ontario,Unemployment rate,Percent,6
2006-06,Manitoba,Population,Persons in thousands,892.3
2006-06,Manitoba,Unemployment rate,Percent,3.4
2006-06,Saskatchewan,Population,Persons in thousands,749.5
2006-06,Saskatchewan,Unemployment rate,Percent,4.3
2006-06,Alberta,Population,Persons in thousands,2693.3
2006-06,Alberta,Unemployment rate,Percent,3.2
2006-06,British Columbia,Population,Persons in thousands,3440.7
2006-06,British Columbia,Unemployment rate,Percent,4.3
2006-07,Newfoundland and Labrador,Population,Persons in thousands,425.2
2006-07,Newfoundland and Labrador,Unemployment rate,Percent,12.5
2006-07,Prince Edward Island,Population,Persons in thousands,112
2006-07,Prince Edward Island,Unemployment rate,Percent,10.2
2006-07,Nova Scotia,Population,Persons in thousands,764.4
2006-07,Nova Scotia,Unemployment rate,Percent,8.4
2006-07,New Brunswick,Population,Persons in thousands,606.3
2006-07,New Brunswick,Unemployment rate,Percent,9.4
2006-07,Ontario,Population,Persons in thousands,10213.9
2006-07,Ontario,Unemployment rate,Percent,7.4
2006-07,Manitoba,Population,Persons in thousands,892.7
2006-07,Manitoba,Unemployment rate,Percent,5.1
2006-07,Saskatchewan,Population,Persons in thousands,750.1
2006-07,Saskatchewan,Unemployment rate,Percent,4.8
2006-07,Alberta,Population,Persons in thousands,2701.9
2006-07,Alberta,Unemployment rate,Percent,3.8
2006-07,British Columbia,Population,Persons in thousands,3444.6
2006-07,British Columbia,Unemployment rate,Percent,5.3
2006-08,Newfoundland and Labrador,Population,Persons in thousands,425.2
2006-08,Newfoundland and Labrador,Unemployment rate,Percent,15
2006-08,Prince Edward Island,Population,Persons in thousands,112
2006-08,Prince Edward Island,Unemployment rate,Percent,8.5
2006-08,Nova Scotia,Population,Persons in thousands,764.4
2006-08,Nova Scotia,Unemployment rate,Percent,8
2006-08,New Brunswick,Population,Persons in thousands,606.2
2006-08,New Brunswick,Unemployment rate,Percent,9.3
2006-08,Ontario,Population,Persons in thousands,10226.2
2006-08,Ontario,Unemployment rate,Percent,7.3
2006-08,Manitoba,Population,Persons in thousands,892.9
2006-08,Manitoba,Unemployment rate,Percent,5.4
2006-08,Saskatchewan,Population,Persons in thousands,750.5
2006-08,Saskatchewan,Unemployment rate,Percent,5.9
2006-08,Alberta,Population,Persons in thousands,2713
2006-08,Alberta,Unemployment rate,Percent,4.6
2006-08,British Columbia,Population,Persons in thousands,3450.3
2006-08,British Columbia,Unemployment rate,Percent,5.7
2006-09,Newfoundland and Labrador,Population,Persons in thousands,425.2
2006-09,Newfoundland and Labrador,Unemployment rate,Percent,12.3
2006-09,Prince Edward Island,Population,Persons in thousands,112.1
2006-09,Prince Edward Island,Unemployment rate,Percent,8.5
2006-09,Nova Scotia,Population,Persons in thousands,764.5
2006-09,Nova Scotia,Unemployment rate,Percent,7.2
2006-09,New Brunswick,Population,Persons in thousands,606.3
2006-09,New Brunswick,Unemployment rate,Percent,7.5
2006-09,Ontario,Population,Persons in thousands,10235.5
2006-09,Ontario,Unemployment rate,Percent,6.4
2006-09,Manitoba,Population,Persons in thousands,893.3
2006-09,Manitoba,Unemployment rate,Percent,4
2006-09,Saskatchewan,Population,Persons in thousands,751
2006-09,Saskatchewan,Unemployment rate,Percent,4.1
2006-09,Alberta,Population,Persons in thousands,2720.9
2006-09,Alberta,Unemployment rate,Percent,3.4
2006-09,British Columbia,Population,Persons in thousands,3454.5
2006-09,British Columbia,Unemployment rate,Percent,4.6
2006-10,Newfoundland and Labrador,Population,Persons in thousands,425.3
2006-10,Newfoundland and Labrador,Unemployment rate,Percent,13
2006-10,Prince Edward Island,Population,Persons in thousands,112.1
2006-10,Prince Edward Island,Unemployment rate,Percent,9.4
2006-10,Nova Scotia,Population,Persons in thousands,764.6
2006-10,Nova Scotia,Unemployment rate,Percent,7.2
2006-10,New Brunswick,Population,Persons in thousands,606.3
2006-10,New Brunswick,Unemployment rate,Percent,8.2
2006-10,Ontario,Population,Persons in thousands,10244.7
2006-10,Ontario,Unemployment rate,Percent,5.9
2006-10,Manitoba,Population,Persons in thousands,893.8
2006-10,Manitoba,Unemployment rate,Percent,3.9
2006-10,Saskatchewan,Population,Persons in thousands,751.5
2006-10,Saskatchewan,Unemployment rate,Percent,3.5
2006-10,Alberta,Population,Persons in thousands,2727.6
2006-10,Alberta,Unemployment rate,Percent,3.2
2006-10,British Columbia,Population,Persons in thousands,3458.5
2006-10,British Columbia,Unemployment rate,Percent,4.4
2006-11,Newfoundland and Labrador,Population,Persons in thousands,425.4
2006-11,Newfoundland and Labrador,Unemployment rate,Percent,13.4
2006-11,Prince Edward Island,Population,Persons in thousands,112.1
2006-11,Prince Edward Island,Unemployment rate,Percent,12
2006-11,Nova Scotia,Population,Persons in thousands,764.5
2006-11,Nova Scotia,Unemployment rate,Percent,7.6
2006-11,New Brunswick,Population,Persons in thousands,606.5
2006-11,New Brunswick,Unemployment rate,Percent,8
2006-11,Ontario,Population,Persons in thousands,10253.8
2006-11,Ontario,Unemployment rate,Percent,6.1
2006-11,Manitoba,Population,Persons in thousands,894.3
2006-11,Manitoba,Unemployment rate,Percent,4.7
2006-11,Saskatchewan,Population,Persons in thousands,752.1
2006-11,Saskatchewan,Unemployment rate,Percent,3.8
2006-11,Alberta,Population,Persons in thousands,2733.7
2006-11,Alberta,Unemployment rate,Percent,3.2
2006-11,British Columbia,Population,Persons in thousands,3462.2
2006-11,British Columbia,Unemployment rate,Percent,4.8
2006-12,Newfoundland and Labrador,Population,Persons in thousands,425.5
2006-12,Newfoundland and Labrador,Unemployment rate,Percent,14.3
2006-12,Prince Edward Island,Population,Persons in thousands,112.2
2006-12,Prince Edward Island,Unemployment rate,Percent,13.8
2006-12,Nova Scotia,Population,Persons in thousands,764.8
2006-12,Nova Scotia,Unemployment rate,Percent,7.2
2006-12,New Brunswick,Population,Persons in thousands,606.8
2006-12,New Brunswick,Unemployment rate,Percent,8.7
2006-12,Ontario,Population,Persons in thousands,10262.7
2006-12,Ontario,Unemployment rate,Percent,5.5
2006-12,Manitoba,Population,Persons in thousands,894.7
2006-12,Manitoba,Unemployment rate,Percent,4.2
2006-12,Saskatchewan,Population,Persons in thousands,752.7
2006-12,Saskatchewan,Unemployment rate,Percent,4
2006-12,Alberta,Population,Persons in thousands,2738.9
2006-12,Alberta,Unemployment rate,Percent,3.4
2006-12,British Columbia,Population,Persons in thousands,3465.6
2006-12,British Columbia,Unemployment rate,Percent,4.8
2007-01,Newfoundland and Labrador,Population,Persons in thousands,425.6
2007-01,Newfoundland and Labrador,Unemployment rate,Percent,18.2
2007-01,Prince Edward Island,Population,Persons in thousands,112.1
2007-01,Prince Edward Island,Unemployment rate,Percent,14.7
2007-01,Nova Scotia,Population,Persons in thousands,764.7
2007-01,Nova Scotia,Unemployment rate,Percent,9.5
2007-01,New Brunswick,Population,Persons in thousands,607
2007-01,New Brunswick,Unemployment rate,Percent,9.1
2007-01,Ontario,Population,Persons in thousands,10272.1
2007-01,Ontario,Unemployment rate,Percent,6.6
2007-01,Manitoba,Population,Persons in thousands,895.2
2007-01,Manitoba,Unemployment rate,Percent,5.3
2007-01,Saskatchewan,Population,Persons in thousands,753.7
2007-01,Saskatchewan,Unemployment rate,Percent,4.9
2007-01,Alberta,Population,Persons in thousands,2745.7
2007-01,Alberta,Unemployment rate,Percent,4
2007-01,British Columbia,Population,Persons in thousands,3469
2007-01,British Columbia,Unemployment rate,Percent,5.2
2007-02,Newfoundland and Labrador,Population,Persons in thousands,425.4
2007-02,Newfoundland and Labrador,Unemployment rate,Percent,15.8
2007-02,Prince Edward Island,Population,Persons in thousands,112.2
2007-02,Prince Edward Island,Unemployment rate,Percent,13.5
2007-02,Nova Scotia,Population,Persons in thousands,764.7
2007-02,Nova Scotia,Unemployment rate,Percent,8.8
2007-02,New Brunswick,Population,Persons in thousands,607.2
2007-02,New Brunswick,Unemployment rate,Percent,7.9
2007-02,Ontario,Population,Persons in thousands,10278.8
2007-02,Ontario,Unemployment rate,Percent,6.6
2007-02,Manitoba,Population,Persons in thousands,895.7
2007-02,Manitoba,Unemployment rate,Percent,4.9
2007-02,Saskatchewan,Population,Persons in thousands,754.3
2007-02,Saskatchewan,Unemployment rate,Percent,4.4
2007-02,Alberta,Population,Persons in thousands,2750.9
2007-02,Alberta,Unemployment rate,Percent,3.7
2007-02,British Columbia,Population,Persons in thousands,3472.2
2007-02,British Columbia,Unemployment rate,Percent,4.6
2007-03,Newfoundland and Labrador,Population,Persons in thousands,424.9
2007-03,Newfoundland and Labrador,Unemployment rate,Percent,16.4
2007-03,Prince Edward Island,Population,Persons in thousands,112.2
2007-03,Prince Edward Island,Unemployment rate,Percent,13
2007-03,Nova Scotia,Population,Persons in thousands,764.6
2007-03,Nova Scotia,Unemployment rate,Percent,9.4
2007-03,New Brunswick,Population,Persons in thousands,607.2
2007-03,New Brunswick,Unemployment rate,Percent,8.4
2007-03,Ontario,Population,Persons in thousands,10287.2
2007-03,Ontario,Unemployment rate,Percent,7.1
2007-03,Manitoba,Population,Persons in thousands,896.3
2007-03,Manitoba,Unemployment rate,Percent,4.8
2007-03,Saskatchewan,Population,Persons in thousands,755.1
2007-03,Saskatchewan,Unemployment rate,Percent,4.4
2007-03,Alberta,Population,Persons in thousands,2757.1
2007-03,Alberta,Unemployment rate,Percent,3.6
2007-03,British Columbia,Population,Persons in thousands,3476.1
2007-03,British Columbia,Unemployment rate,Percent,4.4
2007-04,Newfoundland and Labrador,Population,Persons in thousands,424.5
2007-04,Newfoundland and Labrador,Unemployment rate,Percent,15.7
2007-04,Prince Edward Island,Population,Persons in thousands,112.3
2007-04,Prince Edward Island,Unemployment rate,Percent,13.6
2007-04,Nova Scotia,Population,Persons in thousands,764.6
2007-04,Nova Scotia,Unemployment rate,Percent,9.1
2007-04,New Brunswick,Population,Persons in thousands,607.4
2007-04,New Brunswick,Unemployment rate,Percent,9.1
2007-04,Ontario,Population,Persons in thousands,10298.1
2007-04,Ontario,Unemployment rate,Percent,6.6
2007-04,Manitoba,Population,Persons in thousands,897.3
2007-04,Manitoba,Unemployment rate,Percent,5.5
2007-04,Saskatchewan,Population,Persons in thousands,756.2
2007-04,Saskatchewan,Unemployment rate,Percent,4.6
2007-04,Alberta,Population,Persons in thousands,2764.5
2007-04,Alberta,Unemployment rate,Percent,3.5
2007-04,British Columbia,Population,Persons in thousands,3480.8
2007-04,British Columbia,Unemployment rate,Percent,4.7
2007-05,Newfoundland and Labrador,Population,Persons in thousands,424.4
2007-05,Newfoundland and Labrador,Unemployment rate,Percent,13.7
2007-05,Prince Edward Island,Population,Persons in thousands,112.3
2007-05,Prince Edward Island,Unemployment rate,Percent,8.9
2007-05,Nova Scotia,Population,Persons in thousands,764.7
2007-05,Nova Scotia,Unemployment rate,Percent,8.1
